labels,data
2022-01-13,0.23
2022-03-15,0.23
2022-02-05,0.23
2022-03-05,0.23
2022-03-09,0.24
2021-12-22,0.24
2022-02-18,0.24
2022-02-28,0.24
2022-01-15,0.25
2022-01-24,0.25
2022-02-16,0.25
2022-03-04,0.25
2022-03-23,0.26
2022-02-19,0.26
2022-03-10,0.26
2022-03-30,0.27
2022-03-24,0.27
2021-12-22,0.27
2022-01-05,0.27
2021-06-14,0.28
2022-03-11,0.28
2021-03-25,0.28
2022-03-18,0.28
2022-01-11,0.28
2022-02-08,0.28
2022-02-10,0.29
2022-02-07,0.29
2022-03-10,0.29
2021-11-24,0.30
2022-02-18,0.30
2022-01-19,0.31
2022-03-24,0.31
2022-03-22,0.31
2022-03-25,0.31
2022-03-10,0.32
2022-01-15,0.32
2022-01-14,0.32
2022-01-21,0.32
2022-02-25,0.32
2021-10-19,0.33
2022-03-17,0.33
2022-01-20,0.33
2022-03-17,0.34
2021-08-16,0.34
2021-09-21,0.35
2022-03-09,0.35
2022-01-25,0.35
2021-12-03,0.35
2021-07-09,0.35
2022-03-07,0.35
2022-03-07,0.36
2022-03-10,0.37
2022-03-25,0.37
2022-03-17,0.37
2022-02-15,0.38
2021-12-23,0.38
2022-03-24,0.39
2021-08-17,0.40
2021-12-27,0.40
2022-01-24,0.41
2022-04-04,0.41
2022-04-01,0.41
2022-02-19,0.43
2022-03-10,0.43
2022-03-19,0.44
2022-01-17,0.44
2022-01-13,0.44
2022-01-12,0.44
2022-01-11,0.44
2021-09-27,0.45
2021-10-26,0.47
2022-02-22,0.47
2021-05-06,0.48
2021-05-14,0.48
2022-03-21,0.49
2022-03-17,0.49
2021-08-13,0.50
2021-10-21,0.51
2021-09-15,0.51
2022-02-01,0.51
2022-03-21,0.52
2022-01-26,0.54
2022-02-12,0.55
2022-01-03,0.58
2022-02-26,0.58
2022-02-11,0.59
2022-02-22,0.64
2021-07-20,0.64
2022-03-19,0.65
2022-02-24,0.66
2021-08-16,0.66
2021-10-12,0.66
2021-10-05,0.70
2021-12-16,0.79
2022-02-11,0.91
2021-09-16,0.94
2022-02-09,0.95
2022-03-08,1.0
2021-12-09,1.0
2022-01-07,1.0
2022-01-30,1.0
2021-04-15,1.1
2022-03-01,1.1
2022-02-23,1.1
2022-01-04,1.2
2022-01-14,1.2
2021-06-22,1.3
2022-01-19,1.3
2022-03-17,1.4
2021-12-30,1.5
2022-02-08,1.5
2022-03-11,1.5
2021-10-11,1.6
2022-01-20,1.7
2021-12-10,1.9
2022-02-18,2.2
2021-07-27,2.5
2022-02-05,2.6
2021-03-23,2.8
2022-01-21,3.3
2021-08-05,3.5
2022-03-11,3.5
2022-01-18,3.8
2021-12-01,3.9
2021-11-20,4.4
2022-01-14,7.1
2021-11-22,8.4
